id,city,temperature,humidity,description
687,Campinas,9.6,56,nuvens dispersas
688,São Luís,33.5,55,chuva
689,Salvador,3.3,76,névoa
690,Maceió,19.9,83,chuva
691,Manaus,14.2,54,nuvens dispersas
692,Curitiba,28.2,49,chuva leve
693,São Gonçalo,23.8,49,nuvens quebradas
694,Manaus,15.0,50,neve
695,Recife,0.7,88,neve
696,São Luís,39.6,63,nuvens dispersas
697,Recife,27.3,52,chuva
698,Teresina,-0.6,87,névoa
699,Rio de Janeiro,2.3,30,chuva
700,Manaus,37.8,29,poucas nuvens
701,Maceió,11.1,79,névoa
702,Natal,39.7,53,chuva leve
703,São Paulo,7.5,65,nuvens quebradas
704,Campinas,4.5,46,névoa
705,Maceió,9.7,88,poucas nuvens
706,Salvador,27.6,32,nuvens dispersas
707,São Paulo,1.6,73,trovoada
708,Fortaleza,34.7,48,chuva
709,Teresina,-4.3,35,céu limpo
710,Brasília,39.8,87,poucas nuvens
711,Salvador,6.3,74,nuvens quebradas
712,Maceió,32.1,91,chuva
713,São Luís,7.3,43,neve
714,Teresina,10.8,78,neve
715,Manaus,30.3,81,nuvens quebradas
716,Manaus,14.9,28,poucas nuvens
717,Belém,28.0,90,nuvens dispersas
718,Salvador,17.2,94,céu limpo
719,São Paulo,23.7,82,nuvens dispersas
720,Salvador,34.6,42,nuvens quebradas
721,Goiania,20.7,57,nuvens quebradas
722,São Luís,28.2,87,nuvens quebradas
723,Maceió,11.0,51,neve
724,Guarulhos,30.3,96,nuvens dispersas
725,São Luís,34.6,60,céu limpo
726,Maceió,34.7,66,céu limpo
727,Recife,18.3,51,trovoada
728,Goiania,11.8,47,trovoada
729,Teresina,14.1,78,chuva leve
730,Porto Alegre,22.4,99,névoa
731,Manaus,38.8,25,névoa
732,Recife,27.0,68,nuvens dispersas
733,Recife,3.8,39,nuvens quebradas
734,Maceió,18.9,90,trovoada
735,Fortaleza,1.5,37,névoa
736,Brasília,21.8,90,céu limpo
737,Fortaleza,17.1,77,neve
738,Guarulhos,21.7,29,nuvens dispersas
739,Fortaleza,3.0,43,céu limpo
740,São Luís,14.8,92,céu limpo
741,São Paulo,13.6,75,névoa
742,São Paulo,31.7,89,névoa
743,Guarulhos,28.7,38,chuva leve
744,Maceió,39.9,74,nuvens quebradas
745,Brasília,38.0,21,chuva
746,Rio de Janeiro,29.8,33,nuvens dispersas
747,Rio de Janeiro,10.0,80,poucas nuvens
748,Recife,9.9,92,céu limpo
749,Salvador,3.8,69,chuva leve
750,Natal,33.8,23,céu limpo
751,Brasília,28.3,100,névoa
752,São Paulo,3.0,25,trovoada
753,Salvador,25.1,46,chuva leve
754,Curitiba,31.2,86,neve
755,Guarulhos,37.0,94,névoa
756,São Luís,12.4,67,trovoada
757,Natal,19.4,92,poucas nuvens
758,Brasília,20.1,30,chuva leve
759,Natal,21.0,69,nuvens dispersas
760,São Gonçalo,25.2,82,poucas nuvens
761,Duque de Caxias,35.9,81,poucas nuvens
762,Goiania,0.1,60,neve
763,Salvador,14.6,66,nuvens dispersas
764,Goiania,27.6,28,céu limpo
765,Natal,4.0,52,neve
766,São Gonçalo,1.8,24,trovoada
767,Salvador,28.9,97,nuvens quebradas
768,Manaus,7.8,89,chuva
769,Manaus,-3.6,29,chuva leve
770,Fortaleza,-4.8,73,poucas nuvens
771,Campinas,32.4,85,névoa
772,Guarulhos,1.0,84,nuvens dispersas
773,São Luís,4.2,48,poucas nuvens
774,Guarulhos,27.9,46,chuva
775,Natal,27.9,21,céu limpo
776,Recife,1.8,49,nuvens quebradas
777,Teresina,-0.1,76,céu limpo
778,Belém,35.1,69,céu limpo
779,Curitiba,33.0,87,neve
780,Goiania,25.7,86,névoa
781,Fortaleza,26.6,58,nuvens dispersas
782,Brasília,-0.8,68,chuva
783,Campinas,37.7,22,chuva leve
784,Goiania,9.1,32,chuva
785,Porto Alegre,32.1,71,trovoada
786,Goiania,5.6,23,névoa
787,Maceió,34.9,85,poucas nuvens
788,Fortaleza,20.9,42,névoa
789,Teresina,26.7,96,trovoada
790,Manaus,35.7,61,chuva leve
791,Rio de Janeiro,23.3,43,céu limpo
792,Campinas,29.2,33,neve
793,Porto Alegre,28.2,35,trovoada
794,Recife,10.9,71,neve
795,Campinas,36.7,96,névoa
796,Rio de Janeiro,8.4,85,névoa
797,Manaus,3.4,28,nuvens quebradas
798,Porto Alegre,7.4,95,nuvens dispersas
799,Maceió,36.3,83,poucas nuvens
800,Guarulhos,36.3,69,chuva leve
801,Belo Horizonte,18.1,80,chuva
802,São Paulo,8.6,29,chuva leve
803,Fortaleza,37.9,80,névoa
804,Teresina,31.0,78,chuva leve
805,Goiania,5.4,41,nuvens quebradas
806,São Gonçalo,34.5,49,céu limpo
807,Maceió,10.6,55,chuva leve
808,Goiania,31.2,46,nuvens quebradas
809,Natal,21.6,31,céu limpo
810,Campinas,26.9,68,poucas nuvens
811,Guarulhos,20.6,91,poucas nuvens
812,Belo Horizonte,32.3,99,neve
813,Belém,28.9,94,névoa
814,Curitiba,10.7,29,poucas nuvens
815,Belém,23.3,87,neve
816,Fortaleza,11.0,35,neve
817,Natal,13.2,82,nuvens quebradas
818,Natal,7.1,98,nuvens quebradas
819,Goiania,28.7,64,céu limpo
820,Salvador,3.4,51,poucas nuvens
821,Belo Horizonte,30.4,44,névoa
822,Rio de Janeiro,28.1,23,trovoada
823,São Paulo,17.3,40,céu limpo
824,Manaus,23.7,78,névoa
825,Natal,31.2,50,nuvens dispersas
826,Rio de Janeiro,10.5,69,chuva leve
827,Brasília,12.3,74,céu limpo
828,Duque de Caxias,7.8,73,nuvens quebradas
829,Goiania,33.9,26,névoa
830,Fortaleza,37.8,40,nuvens quebradas
831,Manaus,23.1,64,chuva
832,Maceió,5.0,37,trovoada
833,Rio de Janeiro,8.7,24,trovoada
834,São Paulo,-3.6,48,chuva
835,Guarulhos,33.2,96,chuva
836,São Luís,6.6,90,nuvens quebradas
837,Goiania,4.6,62,nuvens quebradas
838,Curitiba,25.1,59,céu limpo
839,Natal,17.8,71,nuvens quebradas
840,Teresina,6.2,47,nuvens quebradas
841,Campinas,32.4,23,chuva
842,Natal,17.4,51,trovoada
843,Belo Horizonte,16.8,29,nuvens dispersas
844,São Gonçalo,22.6,20,nuvens quebradas
845,São Paulo,37.2,61,chuva
846,Natal,35.8,73,trovoada
847,Natal,5.0,46,chuva
848,Campinas,-2.3,94,neve
849,Duque de Caxias,25.3,29,poucas nuvens
850,São Gonçalo,39.2,65,céu limpo
851,São Luís,5.7,54,névoa
852,Rio de Janeiro,22.2,65,céu limpo
853,Guarulhos,26.4,63,trovoada
854,Rio de Janeiro,28.0,56,chuva
855,Rio de Janeiro,9.8,43,neve
856,Campinas,17.1,58,trovoada
857,Goiania,-0.3,49,nuvens dispersas
858,Natal,8.8,70,chuva leve
859,Teresina,6.1,34,chuva
860,Belém,-4.0,62,trovoada
861,Belém,23.7,24,trovoada
862,Curitiba,1.7,32,nuvens quebradas
863,Porto Alegre,18.6,34,neve
864,Belém,-4.1,78,névoa
865,Teresina,27.5,50,névoa
866,Belém,-1.7,91,trovoada
867,Brasília,2.5,72,chuva leve
868,Duque de Caxias,27.9,29,trovoada
869,Porto Alegre,0.9,99,neve
870,Teresina,35.6,64,nuvens dispersas
871,Natal,-2.6,68,céu limpo
872,Goiania,23.5,84,neve
873,Salvador,28.1,76,poucas nuvens
874,Belém,32.9,74,chuva
875,Natal,10.2,29,névoa
876,São Gonçalo,0.4,40,nuvens dispersas
877,Belém,29.4,35,nuvens quebradas
878,São Luís,9.2,95,chuva leve
879,Curitiba,24.9,44,chuva leve
880,São Gonçalo,33.8,30,chuva leve
881,Maceió,20.8,94,neve
882,Brasília,13.1,55,nuvens dispersas
883,Recife,10.2,82,nuvens quebradas
884,Curitiba,13.6,62,névoa
885,Maceió,22.7,43,nuvens quebradas
886,Recife,2.6,38,trovoada
887,Recife,22.4,58,chuva leve
888,Natal,2.7,22,poucas nuvens
889,Belém,22.8,75,nuvens quebradas
890,Belo Horizonte,20.9,38,nuvens dispersas
891,Brasília,1.4,76,céu limpo
892,Teresina,4.6,76,céu limpo
893,Belém,21.8,44,neve
894,São Paulo,-3.1,46,nuvens quebradas
895,Goiania,35.6,81,nuvens dispersas
896,Brasília,2.5,31,poucas nuvens
897,São Luís,18.0,65,poucas nuvens
898,Campinas,36.8,82,nuvens dispersas
899,Campinas,26.3,21,névoa
900,Salvador,22.9,76,céu limpo
901,Goiania,-1.1,38,poucas nuvens
902,Brasília,5.4,87,chuva leve
903,São Luís,39.2,39,névoa
904,Guarulhos,14.7,20,poucas nuvens
905,Duque de Caxias,-1.1,49,chuva
906,Fortaleza,36.5,28,nuvens dispersas
907,São Paulo,6.7,88,neve
908,Recife,31.2,59,chuva
909,Belém,16.7,40,nuvens quebradas
910,Recife,1.9,91,neve
911,Duque de Caxias,7.3,26,poucas nuvens
912,Maceió,28.1,32,trovoada
913,Fortaleza,11.9,83,nuvens quebradas
914,Manaus,31.5,79,poucas nuvens
915,Brasília,13.8,89,céu limpo
916,Rio de Janeiro,19.6,93,chuva
917,São Luís,7.3,26,neve
918,São Paulo,30.1,82,trovoada
919,Manaus,6.8,66,névoa
920,Brasília,37.2,71,céu limpo
921,Maceió,23.2,85,trovoada
922,Belém,35.7,25,trovoada
923,São Gonçalo,39.8,73,névoa
924,São Paulo,23.9,24,chuva leve
925,Belém,23.9,42,névoa
926,Duque de Caxias,4.7,61,névoa
927,Porto Alegre,14.1,33,trovoada
928,São Luís,25.0,55,poucas nuvens
929,Manaus,20.3,67,poucas nuvens
930,Rio de Janeiro,20.0,86,trovoada
931,Rio de Janeiro,14.1,63,névoa
932,Campinas,24.7,30,nuvens quebradas
933,Campinas,18.4,29,neve
934,São Gonçalo,-2.0,86,chuva
935,Porto Alegre,26.9,52,neve
936,São Luís,2.9,28,trovoada
937,Brasília,35.0,76,trovoada
938,Maceió,-0.4,81,trovoada
939,Salvador,15.4,50,nuvens quebradas
940,Belo Horizonte,6.5,26,céu limpo
941,Curitiba,-2.0,84,chuva
942,Teresina,9.5,68,névoa
943,Salvador,14.5,41,céu limpo
944,Natal,-3.5,96,trovoada
945,Rio de Janeiro,0.8,77,chuva
946,Salvador,32.7,52,poucas nuvens
947,Rio de Janeiro,18.1,76,chuva leve
948,Teresina,-1.4,63,trovoada
949,Fortaleza,23.0,54,chuva leve
950,Duque de Caxias,19.6,31,neve
951,Campinas,16.6,47,nuvens quebradas
952,Manaus,13.6,73,neve
953,Belo Horizonte,21.8,62,trovoada
954,Teresina,29.3,47,chuva leve
955,Natal,-4.8,86,poucas nuvens
956,Brasília,32.0,62,chuva leve
957,Salvador,12.3,79,poucas nuvens
958,Campinas,11.1,47,nuvens quebradas
959,Campinas,11.8,42,trovoada
960,Belo Horizonte,20.1,26,chuva
961,Duque de Caxias,-4.9,67,nuvens dispersas
962,Belém,8.9,38,chuva
963,Duque de Caxias,-1.9,46,chuva leve
964,Salvador,23.9,89,nuvens quebradas
965,São Gonçalo,27.2,81,trovoada
966,São Gonçalo,10.4,37,chuva leve
967,Belo Horizonte,13.2,79,céu limpo
968,Rio de Janeiro,30.6,66,poucas nuvens
969,São Luís,12.8,56,poucas nuvens
970,Belo Horizonte,38.8,70,neve
971,Belém,28.5,93,neve
972,Brasília,11.3,82,poucas nuvens
973,Belém,18.8,56,névoa
974,São Paulo,7.9,60,chuva
975,Brasília,17.7,34,nuvens quebradas
976,Duque de Caxias,22.5,86,névoa
977,São Luís,27.2,32,poucas nuvens
978,Duque de Caxias,21.5,26,chuva leve
979,Porto Alegre,35.9,75,poucas nuvens
980,Maceió,-2.0,35,nuvens dispersas
981,Natal,39.1,22,nuvens dispersas
982,Guarulhos,5.3,85,céu limpo
983,Rio de Janeiro,-4.2,34,céu limpo
984,Rio de Janeiro,8.6,92,neve
985,Teresina,12.4,30,neve
986,Goiania,-4.8,59,chuva leve
987,Natal,16.8,97,trovoada
988,Maceió,9.8,45,nuvens dispersas
989,Curitiba,6.5,83,nuvens quebradas
990,Duque de Caxias,-1.6,35,neve
991,Guarulhos,34.5,40,chuva leve
992,Fortaleza,-4.1,43,chuva
993,Duque de Caxias,7.8,97,névoa
994,Curitiba,37.1,99,chuva
995,Belo Horizonte,30.9,20,trovoada
996,Duque de Caxias,36.3,91,céu limpo
997,Natal,15.4,34,chuva
998,Brasília,6.0,29,trovoada
999,Duque de Caxias,14.3,66,nuvens dispersas
1000,Duque de Caxias,34.7,57,neve
1001,Manaus,33.4,93,poucas nuvens
1002,Belém,26.8,41,névoa
1003,Porto Alegre,14.7,66,trovoada
1004,São Paulo,26.5,76,céu limpo
1005,Maceió,1.7,97,poucas nuvens
1006,São Gonçalo,28.7,22,poucas nuvens
1007,Salvador,21.9,26,neve
1008,São Luís,14.3,46,chuva
1009,Rio de Janeiro,38.4,74,chuva leve
1010,Campinas,38.0,48,nuvens dispersas
1011,Porto Alegre,12.1,45,chuva
1012,Belo Horizonte,33.0,26,céu limpo
1013,Guarulhos,27.3,40,chuva leve
1014,Rio de Janeiro,6.4,59,céu limpo
1015,São Paulo,20.5,59,chuva leve
1016,Guarulhos,19.1,64,poucas nuvens
1017,Belo Horizonte,13.3,70,nuvens quebradas
1018,Curitiba,40.0,23,névoa
1019,Duque de Caxias,1.7,50,céu limpo
1020,Salvador,-1.4,70,nuvens quebradas
1021,São Gonçalo,35.8,34,neve
1022,São Gonçalo,22.3,64,nuvens quebradas
1023,Rio de Janeiro,19.0,62,névoa
1024,Natal,28.6,82,trovoada
1025,Campinas,4.5,49,chuva leve
1026,Campinas,32.0,44,neve
1027,São Luís,10.0,48,nuvens dispersas
1028,Salvador,32.3,27,nuvens dispersas
1029,São Luís,29.5,56,céu limpo
1030,Porto Alegre,10.9,70,céu limpo
1031,Maceió,-2.0,80,nuvens quebradas
1032,Fortaleza,-1.1,76,nuvens dispersas
1033,Maceió,15.5,100,neve
1034,São Gonçalo,35.0,54,chuva leve
1035,Belo Horizonte,16.3,73,nuvens quebradas
1036,Duque de Caxias,39.7,22,nuvens quebradas
1037,Belo Horizonte,36.3,98,chuva leve
1038,São Gonçalo,19.7,73,nuvens dispersas
1039,Brasília,37.4,36,céu limpo
1040,Manaus,10.0,74,nuvens quebradas
1041,Campinas,15.5,64,poucas nuvens
1042,Campinas,28.4,28,nuvens dispersas
1043,São Paulo,-1.1,24,névoa
1044,Duque de Caxias,3.7,57,nuvens dispersas
1045,Manaus,10.6,98,nuvens dispersas
1046,Maceió,0.2,36,névoa
1047,Maceió,36.2,44,céu limpo
1048,Curitiba,34.0,22,chuva leve
1049,São Gonçalo,33.0,87,neve
1050,Belo Horizonte,27.4,99,nuvens dispersas
1051,Brasília,28.6,61,poucas nuvens
1052,Brasília,37.0,84,poucas nuvens
1053,Belém,15.6,55,nuvens quebradas
1054,Goiania,-4.1,87,chuva
1055,Recife,16.5,74,céu limpo
1056,Curitiba,11.2,29,névoa
1057,Fortaleza,22.2,62,chuva
1058,São Paulo,-2.8,34,nuvens dispersas
1059,Manaus,7.3,93,nuvens quebradas
1060,Belo Horizonte,3.9,22,trovoada
1061,Maceió,5.7,45,chuva
1062,Salvador,2.9,59,céu limpo
1063,Natal,5.1,49,poucas nuvens
1064,Belo Horizonte,39.5,65,neve
1065,São Paulo,7.6,35,chuva leve
1066,São Paulo,15.1,62,chuva
1067,Rio de Janeiro,3.2,73,névoa
1068,Maceió,6.5,22,poucas nuvens
1069,Salvador,36.6,35,nuvens dispersas
1070,Natal,31.3,76,nuvens dispersas
1071,Teresina,31.2,74,céu limpo
1072,Salvador,15.1,22,trovoada
1073,São Luís,33.5,97,poucas nuvens
1074,Campinas,17.9,28,chuva
1075,Porto Alegre,-0.2,74,neve
1076,Salvador,24.1,36,nuvens quebradas
1077,Maceió,7.3,30,céu limpo
1078,Salvador,19.1,96,névoa
1079,Maceió,26.6,90,nuvens dispersas
1080,Teresina,36.6,53,chuva
1081,São Luís,11.4,91,nuvens quebradas
1082,São Paulo,11.2,64,chuva
1083,Teresina,5.0,42,neve
1084,Belo Horizonte,0.7,25,nuvens quebradas
1085,Duque de Caxias,-3.1,29,céu limpo
1086,Campinas,-0.5,59,chuva leve
1087,Manaus,27.8,82,poucas nuvens
1088,Belo Horizonte,23.7,96,névoa
1089,Recife,36.6,95,neve
1090,Rio de Janeiro,28.6,98,céu limpo
1091,Curitiba,-3.7,84,céu limpo
1092,São Luís,11.1,57,poucas nuvens
1093,São Luís,20.7,47,neve
1094,Brasília,25.6,50,chuva leve
1095,Belo Horizonte,2.4,20,céu limpo
1096,Rio de Janeiro,36.8,79,céu limpo
1097,Salvador,8.1,65,poucas nuvens
1098,Goiania,8.2,48,trovoada
1099,Duque de Caxias,34.0,84,névoa
1100,Recife,9.7,76,nuvens quebradas
1101,Guarulhos,25.8,35,neve
1102,Duque de Caxias,11.3,85,chuva
1103,Maceió,19.7,72,chuva leve
1104,Rio de Janeiro,33.2,64,chuva
1105,São Paulo,-4.0,57,chuva
1106,Teresina,30.3,90,nuvens quebradas
1107,Natal,9.4,86,poucas nuvens
1108,Maceió,4.0,58,poucas nuvens
1109,São Luís,3.1,26,trovoada
1110,Porto Alegre,25.4,88,chuva leve
1111,Duque de Caxias,0.9,100,poucas nuvens
1112,Belo Horizonte,19.7,30,chuva
1113,Belo Horizonte,33.5,81,poucas nuvens
1114,Rio de Janeiro,5.0,86,poucas nuvens
1115,Natal,15.3,67,trovoada
1116,Belém,6.4,80,névoa
1117,Fortaleza,27.1,58,nuvens dispersas
1118,Maceió,25.6,33,nuvens dispersas
1119,Belo Horizonte,9.0,65,céu limpo
1120,São Paulo,23.7,77,névoa
1121,Fortaleza,36.7,83,céu limpo
1122,Maceió,34.1,76,neve
1123,Belém,19.7,24,céu limpo
1124,Natal,33.7,40,chuva
1125,São Gonçalo,4.6,28,chuva
1126,Porto Alegre,37.2,73,poucas nuvens
1127,São Paulo,15.8,38,chuva
1128,Manaus,26.8,63,céu limpo
1129,Fortaleza,27.3,40,céu limpo
1130,Porto Alegre,20.3,41,névoa
1131,Goiania,37.3,89,chuva
1132,Fortaleza,15.6,87,nuvens dispersas
1133,Maceió,15.2,53,chuva leve
1134,São Luís,31.0,69,chuva leve
1135,Salvador,12.1,42,nuvens dispersas
1136,Manaus,2.9,40,céu limpo
1137,Maceió,-4.8,96,nuvens dispersas
1138,Fortaleza,16.7,53,poucas nuvens
1139,Belém,31.0,78,céu limpo
1140,São Gonçalo,-0.1,42,nuvens quebradas
1141,Porto Alegre,25.1,72,névoa
1142,Natal,5.9,83,névoa
1143,Fortaleza,33.9,97,chuva leve
1144,Curitiba,22.4,53,névoa
1145,Rio de Janeiro,26.0,66,névoa
1146,São Luís,20.1,90,céu limpo
1147,Guarulhos,35.9,45,nuvens dispersas
1148,Goiania,9.1,60,nuvens quebradas
1149,Salvador,19.2,79,nuvens dispersas
1150,Fortaleza,18.5,33,névoa
1151,São Luís,35.4,92,névoa
1152,Campinas,17.2,53,neve
1153,São Paulo,-1.4,51,chuva
1154,Maceió,-3.1,100,poucas nuvens
1155,Rio de Janeiro,1.3,79,céu limpo
1156,Recife,0.7,31,nuvens quebradas
1157,Recife,12.9,99,chuva
1158,Teresina,7.3,20,trovoada
1159,Manaus,-3.0,72,chuva leve
1160,Campinas,24.8,81,neve
1161,Guarulhos,20.7,78,poucas nuvens
1162,São Paulo,8.0,63,céu limpo
1163,Goiania,22.3,33,neve
1164,Duque de Caxias,-4.4,99,névoa
1165,Recife,35.7,36,chuva
1166,Salvador,39.8,75,trovoada
1167,Fortaleza,0.1,91,neve
1168,Maceió,5.4,96,trovoada
1169,Porto Alegre,-4.0,28,poucas nuvens
1170,Teresina,23.4,71,chuva leve
1171,Rio de Janeiro,4.5,74,trovoada
1172,Belo Horizonte,13.0,47,nuvens quebradas
1173,Maceió,9.7,28,chuva
1174,São Luís,29.5,71,nuvens quebradas
1175,Recife,-0.3,97,nuvens quebradas
1176,Brasília,38.2,40,névoa
1177,Fortaleza,6.2,83,nuvens dispersas
1178,Fortaleza,-0.6,60,nuvens dispersas
1179,Brasília,8.3,92,céu limpo
1180,Teresina,31.3,87,chuva
1181,São Paulo,21.7,25,nuvens quebradas
1182,Curitiba,-4.5,74,trovoada
1183,Teresina,35.5,64,neve
1184,Goiania,17.8,91,céu limpo
1185,Duque de Caxias,-2.0,75,nuvens dispersas
1186,Salvador,37.6,79,chuva leve
1187,Manaus,-3.6,20,chuva
1188,Rio de Janeiro,12.5,25,névoa
1189,São Luís,15.9,100,névoa
1190,Duque de Caxias,23.7,99,céu limpo
1191,São Luís,12.8,28,poucas nuvens
1192,São Paulo,10.6,28,nuvens dispersas
1193,São Paulo,14.6,84,névoa
1194,Teresina,10.1,49,poucas nuvens
1195,Belém,22.0,77,nuvens dispersas
1196,Curitiba,18.6,72,trovoada
1197,Salvador,18.5,91,céu limpo
1198,Belém,18.2,67,chuva
1199,Duque de Caxias,15.9,86,chuva
1200,Maceió,34.1,58,nuvens quebradas
1201,Campinas,35.3,80,poucas nuvens
1202,Manaus,23.6,97,neve
1203,Recife,18.6,39,poucas nuvens
1204,Porto Alegre,25.2,38,céu limpo
1205,Maceió,27.7,27,chuva
1206,Belo Horizonte,7.2,81,nuvens dispersas
1207,Natal,17.4,92,névoa
1208,Belém,7.2,36,poucas nuvens
1209,Manaus,-3.4,25,céu limpo
1210,São Paulo,28.4,47,névoa
1211,Fortaleza,23.7,43,céu limpo
1212,Brasília,12.9,64,névoa
1213,São Paulo,6.3,69,poucas nuvens
1214,Campinas,1.7,25,nuvens quebradas
1215,Campinas,26.0,27,trovoada
1216,Manaus,27.0,96,nuvens quebradas
1217,Belo Horizonte,5.8,52,névoa
1218,Porto Alegre,32.4,93,névoa
1219,Manaus,5.8,38,poucas nuvens
1220,Guarulhos,30.5,93,chuva
1221,São Gonçalo,36.1,90,poucas nuvens
1222,Fortaleza,27.3,44,neve
1223,Porto Alegre,23.1,40,poucas nuvens
1224,Manaus,13.2,47,neve
1225,Belo Horizonte,2.4,41,neve
1226,Rio de Janeiro,15.7,91,névoa
1227,Teresina,17.3,35,trovoada
1228,Duque de Caxias,7.0,79,névoa
1229,Campinas,4.4,88,chuva
1230,São Paulo,33.6,23,névoa
1231,Guarulhos,25.1,96,névoa
1232,Maceió,2.3,85,chuva leve
1233,São Luís,33.1,90,trovoada
1234,Belo Horizonte,1.9,56,trovoada
1235,São Paulo,18.6,78,céu limpo
1236,Rio de Janeiro,15.7,60,chuva
1237,Curitiba,10.4,22,neve
1238,Manaus,38.8,59,chuva leve
1239,Belo Horizonte,24.8,60,poucas nuvens
1240,Campinas,5.8,83,névoa
1241,Goiania,-4.9,74,nuvens dispersas
1242,São Paulo,2.8,64,neve
1243,Rio de Janeiro,38.1,65,neve
1244,Brasília,6.4,55,trovoada
1245,Duque de Caxias,25.1,75,névoa
1246,Porto Alegre,39.7,40,neve
1247,Guarulhos,9.2,26,céu limpo
1248,Salvador,-3.0,97,névoa
1249,Belo Horizonte,-4.4,70,nuvens dispersas
1250,Fortaleza,13.3,32,névoa
1251,Recife,30.4,100,chuva leve
1252,Manaus,0.5,42,chuva leve
1253,Goiania,16.9,99,nuvens quebradas
1254,Goiania,-1.9,99,nuvens quebradas
1255,Natal,23.4,46,nuvens quebradas
1256,Brasília,27.5,29,névoa
1257,Maceió,33.3,36,chuva leve
1258,Belém,20.7,80,chuva leve
1259,Maceió,10.3,61,nuvens dispersas
1260,Duque de Caxias,26.6,23,nuvens dispersas
1261,Fortaleza,16.3,78,chuva leve
1262,São Paulo,39.8,34,céu limpo
1263,São Gonçalo,3.1,28,nuvens quebradas
1264,Porto Alegre,20.5,24,névoa
1265,Goiania,28.9,90,chuva
1266,Duque de Caxias,8.0,99,chuva leve
1267,Guarulhos,19.2,73,névoa
1268,Goiania,31.5,50,poucas nuvens
1269,Campinas,24.8,83,céu limpo
1270,Belém,30.4,52,céu limpo
1271,Campinas,3.3,54,nuvens dispersas
1272,Guarulhos,22.8,88,chuva leve
1273,Curitiba,-2.2,90,nuvens quebradas
1274,São Gonçalo,6.8,42,nuvens dispersas
1275,São Luís,18.5,90,céu limpo
1276,Fortaleza,25.6,98,névoa
1277,Belo Horizonte,-2.3,94,nuvens quebradas
1278,São Luís,23.0,88,nuvens dispersas
1279,Duque de Caxias,22.5,23,chuva
1280,Duque de Caxias,5.5,21,chuva leve
1281,Maceió,2.2,73,chuva leve
1282,Salvador,9.1,65,trovoada
1283,Rio de Janeiro,3.1,78,céu limpo
1284,Guarulhos,26.3,69,céu limpo
1285,Maceió,17.9,83,chuva
1286,Curitiba,15.6,48,nuvens dispersas
1287,Teresina,39.3,90,poucas nuvens
1288,São Luís,0.2,34,poucas nuvens
1289,Duque de Caxias,-4.3,68,neve
1290,Belo Horizonte,6.8,68,névoa
1291,Natal,33.4,29,névoa
1292,Porto Alegre,29.4,42,névoa
1293,São Gonçalo,22.8,71,nuvens quebradas
1294,Teresina,-2.8,36,poucas nuvens
1295,Manaus,-3.9,32,trovoada
1296,Natal,19.9,95,céu limpo
1297,Goiania,2.4,53,poucas nuvens
1298,Brasília,2.1,87,poucas nuvens
1299,Campinas,18.4,74,poucas nuvens
1300,Recife,7.7,39,chuva leve
1301,Campinas,-2.0,48,nuvens dispersas
1302,Goiania,11.9,66,chuva
1303,Natal,28.1,66,poucas nuvens
1304,Belo Horizonte,27.6,96,poucas nuvens
1305,Teresina,0.5,38,chuva
1306,Belém,21.1,73,poucas nuvens
1307,Brasília,34.1,67,nuvens quebradas
1308,Belo Horizonte,17.9,27,nuvens dispersas
1309,Curitiba,14.8,42,névoa
1310,Duque de Caxias,33.7,96,céu limpo
1311,Manaus,-1.8,76,trovoada
1312,Belém,4.1,85,nuvens dispersas
1313,Teresina,-3.7,91,nuvens quebradas
1314,Maceió,15.7,81,neve
1315,Brasília,28.8,78,nuvens quebradas
1316,São Paulo,38.3,61,trovoada
1317,Salvador,23.7,45,névoa
1318,Recife,0.9,64,nuvens quebradas
1319,Belo Horizonte,5.5,58,céu limpo
1320,Salvador,24.6,48,chuva
1321,Porto Alegre,-1.7,39,nuvens quebradas
1322,Fortaleza,35.3,30,névoa
1323,Manaus,1.6,66,neve
1324,Brasília,36.2,41,chuva leve
1325,Curitiba,32.7,80,céu limpo
1326,São Gonçalo,12.8,45,neve
1327,Porto Alegre,5.8,89,nuvens dispersas
1328,Recife,-4.2,57,névoa
1329,Fortaleza,1.6,80,trovoada
1330,Salvador,17.2,38,poucas nuvens
1331,São Luís,28.8,79,chuva
1332,São Luís,30.4,37,nuvens quebradas
1333,Salvador,19.0,38,céu limpo
1334,Rio de Janeiro,-2.7,88,chuva
1335,Belo Horizonte,18.5,74,neve
1336,São Luís,-3.2,67,neve
1337,Belém,8.1,69,neve
1338,São Paulo,10.6,57,trovoada
1339,Curitiba,38.1,48,nuvens dispersas
1340,Brasília,16.6,83,céu limpo
1341,Belo Horizonte,10.4,30,névoa
1342,São Gonçalo,37.0,58,chuva
1343,Goiania,34.2,57,céu limpo
1344,Belo Horizonte,-0.7,77,chuva leve
1345,Brasília,36.5,38,névoa
1346,Belém,10.5,88,neve
1347,Belém,16.0,24,céu limpo
1348,Goiania,22.8,64,nuvens quebradas
1349,Fortaleza,38.3,87,chuva leve
1350,Brasília,1.7,59,chuva leve
1351,Manaus,39.9,85,poucas nuvens
1352,São Luís,34.6,39,neve
1353,Natal,21.5,24,nuvens dispersas
1354,Porto Alegre,39.5,41,céu limpo
1355,Goiania,26.9,42,nuvens quebradas
1356,Salvador,28.9,62,névoa
1357,Duque de Caxias,28.5,95,neve
1358,Campinas,16.6,44,trovoada
